(477.8678786966457, 320.1822766274821)
(487.326912813214, 320.1822766274821)
(492.58193176686314, 323.33528799967155)
(502.04096588343157, 326.488299371861)
(509.3979924185402, 325.43729558113125)
(518.8570265351085, 323.33528799967155)
(529.3670644424068, 323.33528799967155)
(535.6730871867857, 317.02926525529267)
(544.0811175126242, 312.8252500923734)
(553.5401516291926, 307.57023113872435)
(561.9481819550311, 303.36621597580506)
(569.3052084901398, 297.0601932314262)
(576.6622350252486, 291.80517427777704)
(581.9172539788977, 289.70316669631745)
(591.3762880954661, 288.6521629055876)
(602.9373297934941, 283.39714395193846)
(613.4473677007921, 283.39714395193846)
(633.4164397246587, 279.1931287890193)
(637.6204548875779, 274.9891136261)
(650.2325003763359, 276.04011741682973)
(659.6915344929042, 276.04011741682973)
(672.303579981662, 278.14212499828943)
(680.7116103075006, 278.14212499828943)
(691.2216482147986, 280.244132579749)
(695.425663377718, 284.4481477426683)
(704.8846974942863, 288.6521629055876)
(710.1397164479355, 290.7541704870472)
(715.3947354015844, 301.26420839434536)
(714.3437316108547, 306.5192273479945)
(711.1907202386652, 318.0802690460225)
(701.7316861220969, 318.0802690460225)
(690.1706444240689, 323.33528799967155)
(677.5585989353111, 326.488299371861)
(670.2015724002023, 328.5903069533207)
(660.742538283634, 330.6923145347803)
(653.3855117485253, 332.79432211624)
(642.8754738412271, 335.9473334884294)
(634.4674435153885, 341.20235244207845)
(626.0594131895499, 345.40636760499774)
(616.6003790729816, 346.4573713957276)
(606.0903411656835, 350.6613865586469)
(602.9373297934941, 353.8143979308363)
(590.3252843047361, 353.8143979308363)
(581.9172539788977, 356.96740930302576)
(572.4582198623292, 358.0184130937556)
(564.0501895364908, 359.06941688448535)
(557.7441667921117, 359.06941688448535)
(552.4891478384628, 361.17142446594505)
(545.132121303354, 367.47744721032393)
(537.7750947682454, 370.6304585825134)
(528.316060651677, 372.732466163973)
(525.1630492794874, 373.78346995470287)
(513.6020075814596, 376.9364813268923)
(510.44899620927015, 377.9874851176221)
(502.04096588343157, 382.1915002805414)
(498.887954511242, 388.4975230249203)
(495.7349431390526, 394.8035457692992)
(495.7349431390526, 404.2625798858676)
(498.887954511242, 416.8746253746254)
(506.24498104635074, 420.02763674681484)
(514.6530113721893, 424.2316519097341)
(523.0610416980279, 430.537674654113)
(529.3670644424068, 433.6906860263025)
(534.6220833960559, 439.9967087706814)
(541.9791099311645, 442.098716352141)
(549.3361364662734, 444.20072393360067)
(557.7441667921117, 448.4047390965199)
(567.2032009086803, 448.4047390965199)
(576.6622350252486, 453.65975805016905)
(585.0702653510872, 456.8127694223585)
(591.3762880954661, 462.06778837600757)
(597.682310839845, 467.32280732965665)
(603.9883335842238, 469.4248149111163)
(608.192348747143, 473.6288300740356)
(613.4473677007921, 478.8838490276847)
(616.6003790729816, 484.13886798133376)
(618.7023866544413, 487.2918793535232)
(620.804394235901, 497.80191726082137)
(620.804394235901, 503.05693621447045)
(615.5493752822518, 507.26095137738974)
(609.243352537873, 510.4139627495792)
(602.9373297934941, 513.5669741217687)
(595.5803032583852, 514.6179779124984)
(586.1212691418169, 516.7199854939581)
(573.5092236530592, 516.7199854939581)
(569.3052084901398, 518.8219930754177)
(556.693163001382, 524.0770120290669)
(547.2341288848137, 525.1280158197967)
(536.7240909775154, 529.3320309827159)
(529.3670644424068, 529.3320309827159)
(519.9080303258385, 532.4850423549053)
(507.2959848370805, 535.6380537270948)
(499.93895830197187, 536.6890575178247)
(495.7349431390526, 538.7910650992842)
(489.4289203946737, 540.8930726807439)
(483.1228976502948, 544.0460840529333)
(477.8678786966457, 545.0970878436632)
(473.6638635337264, 546.148091634393)
(466.30683699861765, 547.1990954251228)
(460.0008142542388, 550.3521067973122)
(454.74579530058975, 555.6071257509614)
(451.5927839284002, 559.8111409138806)
(447.388768765481, 565.0661598675297)
(445.2867611840213, 567.1681674489894)
(440.0317422303723, 569.2701750304491)
(435.827727067453, 573.4741901933683)
(432.67471569526356, 580.831216728477)
(426.36869295088457, 586.086235682126)
(423.2156815786951, 592.392258426505)
(422.1646777879654, 595.5452697986944)
(413.7566474621268, 607.1063114967225)
(419.01166641577595, 610.2593228689119)
(419.01166641577595, 616.5653456132908)
(424.266685369425, 623.9223721483995)
(429.5217043230741, 629.1773911020487)
(437.9297346489126, 634.4324100556977)
(445.2867611840213, 639.6874290093468)
(452.64378771913005, 644.9424479629959)
(461.0518180449686, 654.4014820795643)
(471.5618559522668, 662.8095124054028)
(476.8168749059158, 662.8095124054028)
(483.1228976502948, 672.2685465219712)
(488.37791660394385, 679.6255730570799)
(489.4289203946737, 688.0336033829185)
(489.4289203946737, 700.6456488716763)
(489.4289203946737, 706.9516716160551)
(486.27590902248426, 714.3086981511639)
(482.07189385956497, 718.5127133140832)
(472.61285974299665, 723.7677322677323)
(467.3578407893475, 723.7677322677323)
(461.0518180449686, 725.8697398491919)
(454.74579530058975, 726.9207436399217)
(445.2867611840213, 726.9207436399217)
(425.3176891601548, 726.9207436399217)
(415.8586550435864, 723.7677322677323)
(404.2976133455585, 723.7677322677323)
(393.7875754382603, 723.7677322677323)
(384.3285413216919, 719.563717104813)
(372.76749962366387, 716.4107057326235)
(365.41047308855514, 714.3086981511639)
(358.0534465534464, 714.3086981511639)
(347.54340864614824, 713.257694360434)
(344.3903972739588, 712.2066905697043)
(335.98236694812033, 710.1046829882446)
(324.4213252500923, 708.002675406785)
(313.91128734279414, 706.9516716160551)
(310.7582759706047, 706.9516716160551)
(305.50325701695556, 704.8496640345955)
(300.24823806330653, 703.7986602438657)
(290.7892039467381, 701.696652662406)
(287.63619257454866, 701.696652662406)
(285.53418499308907, 700.6456488716763)
(279.2281622487101, 700.6456488716763)
(277.1261546672505, 701.696652662406)
(270.8201319228716, 701.696652662406)
(264.51410917849273, 702.7476564531358)
(262.41210159703303, 702.7476564531358)
(256.10607885265415, 704.8496640345955)
(251.90206368973486, 706.9516716160551)
(246.64704473608583, 710.1046829882446)
(241.3920257824367, 710.1046829882446)
(229.83098408440867, 710.1046829882446)
(226.67797271221923, 713.257694360434)
(219.3209461771105, 723.7677322677323)
(214.06592722346147, 732.1757625935708)
(210.91291585127203, 738.4817853379498)
(210.91291585127203, 744.7878080823286)
(210.91291585127203, 751.0938308267075)
(216.16793480492106, 757.3998535710864)
(222.47395754929994, 763.7058763154653)
